sort,year,siteid,lat,long,epareg,huc8,era,strorder,doc,no3,tn,tp,area,elev,forest,wetland,urban,ag,roads,pop,shrub,precip,k,mg,na,nh4,no2,sio2,so4,tss,turb,ph,cl,ca,anc,al,cond,ansum,catsum,co3,h,oh,dic,hco3,se,zn
1738,2009,FW08PA047,41.37877504,-78.91401152,3,5010005,Year2008,1st,3.25,0.00462,409,11.833,0.545400023,507.963,98.68,0,0,0,0.111,0,1.32,,0.878,1.316,0.854,0.45,0,5.976,3.77,18.6,22.95,6.47,1,2.093,320.08,0.0034,50,,,,,,,,,
1739,2009,FW08PA053,41.95441778,-75.84874219,3,2050101,Year2008,1st,0.89,0.13082,267,55.6406,2.932840109,489.464,83.696,0.583,3.101,6.877,1.957,5.352,2.057,,0.704,1.644,1.735,0.001,0,5.453,6.18,13,1.66,7.11,1.41,4.899,287.27,0.0024,52.78,,,,,,,,,
1740,2009,FW08PA061,41.43309459,-74.9777226,3,2040104,Year2008,1st,2.99,0.01762,182,20.3819,2.851200104,383.089,91.253,2.81,4.105,0.379,1.157,3.755,0.505,,0.394,0.895,2.095,0.003,0,3.577,4.64,1.2,0.56,6.67,0.85,1.529,104.28,0.022,27.77,,,,,,,,,
1741,2009,FW08PA066,40.05437409,-78.67430642,3,2050303,Year2008,2nd,6.14,NA,891,92.7094,22.12439919,490.071,61.597,0,5.294,33.007,1.697,15.28,0,,4.307,5.885,6.529,0.008,0,0.958,7.14,13.3,9.57,7.58,12.5,16.95,1177.13,0.005,181.04,,,,,,,,,
1742,2009,FW08KS010,39.42727676,-98.53949147,7,10260014,Year2008,5th,10.31,0.25399,1489,455.4238,5230.629883,689.544,0.58,1.424,3.858,46.447,1.167,1.924,47.224,,17.59,35.97,125.7,0.037,0,17.034,450.42,128.6,169.02,8.26,141.37,181.6,4807.59,0.005,1624.02,,,,,,,,,
1743,2009,FW08KS007,39.8720393,-95.027241,7,10240005,Year2008,8th+,3.28,0.52653,1266,258.7363,1066030,NA,NA,NA,NA,NA,NA,NA,NA,,6.498,23.01,61.61,0.015,0,10.996,176.46,122.2,49.57,8.89,17.85,61.47,3611.15,0,749.23,,,,,,,,,
1744,2009,FW08MO009,38.96336678,-90.41564742,5,7110009,Year2008,8th+,4.08,2.41661,2744,127.2838,443515,303.822,18.537,6.704,8.189,60.075,1.754,43.19,3.57,,2.64,22.6,12.75,0.011,0.00474,3.426,28.08,12,5.76,8.57,21.79,51.42,3493.42,0,459.82,,,,,,,,,
1745,2009,FW08KS015,37.39753599,-95.679769,7,11070102,Year2008,5th,3.26,0.58857,901,106.1413,2221.360107,352.301,7.445,1.023,4.171,27.795,1.031,4.707,58.28,,3.286,7.251,7.994,0.02,0,11.54,10.64,57.3,21.7,7.95,7.76,53.56,3175.83,4.00E-04,349.28,,,,,,,,,
1746,2009,FW08KS016,38.55432077,-97.50525136,7,10260008,Year2008,3rd,4.19,0.01846,788,303.7688,14.95680046,446.179,3.303,0.072,2.497,4.092,0.85,0.26,88.898,,2.846,10.63,23.41,0.051,0,22.641,24.44,232.1,164.69,7.95,11.2,31.87,2645.14,0,336.71,,,,,,,,,
1747,2009,FW08KS023,39.06027296,-94.84194968,7,10270104,Year2008,8th+,4.38,1.56813,2316,528.0363,149492,720.524,2.458,0.833,4.337,51.737,1.076,6.44,39.818,,6.885,10.07,29.63,0.016,0.00137,10.936,65.49,226.8,448.43,8.05,33.72,49.39,2348.35,0,476.61,,,,,,,,,
1748,2009,FW08KS024,37.33922449,-97.25534515,7,11030016,Year2008,6th,2.49,0.59321,1023,208.3138,5785.950195,499.536,1.781,0.8,4.791,54.115,1.419,6.406,36.839,,3.601,18.58,163.3,0.014,0,12.136,62.45,57.8,40.8,8.38,237.17,64.74,3932.92,0,1279.65,,,,,,,,,
1749,2009,FW08KS028,37.84408508,-96.85665441,7,11030017,Year2008,4th,2.69,0.35542,699,64.345,190.7330017,429.177,2.328,1.241,3.727,10.289,0.892,2.116,81.182,,2.276,17.46,51.92,0.026,0,10.829,22.31,23.2,16.88,8.25,77.68,69.4,4445.39,0,721.57,,,,,,,,,
1750,2009,FW08KS031,37.88164693,-95.67600726,7,11070204,Year2008,4th,4.65,0.0261,572,103.3194,135.4360046,331.376,9.098,0.412,5.313,56.744,1.363,8.054,27.75,,3.009,7.767,14.97,0.025,0.0011,7.629,13.56,35.5,50.63,8.22,12.53,35.49,2396.16,0,304.8,,,,,,,,,
1751,2009,FW08KS047,37.50351751,-95.15264854,7,11070205,Year2008,5th,5.08,0.27065,761,110.8194,391.3649902,294.061,9.448,0.488,4.402,79.15,1.416,3.076,5.971,,3.632,5.175,7.226,0.022,0,12.175,15.01,9,8.58,7.98,6.77,59.02,3194.38,0.0052,356.05,,,,,,,,,
1752,2009,FW08KS048,38.51547894,-96.45484192,7,11070201,Year2008,3rd,1.18,0.03546,139,46.8813,20.07509995,NA,NA,NA,NA,NA,NA,NA,NA,,2.046,13.54,10.12,0.012,0,16.694,21.76,0.9,1.61,8.19,3.04,75.8,4802.8,0,499.33,,,,,,,,,
1753,2009,FW08KS059,38.58271476,-95.5120147,7,10290101,Year2008,5th,3.98,0.36269,899,142.7669,1460.199951,352.082,6.479,0.658,4.737,28.037,1.391,3.804,57.484,,3.327,8.545,10.07,0.025,0,11.494,25.84,39.4,48.29,8.14,5.46,52.93,3096.23,7.00E-04,367.65,,,,,,,,,
1754,2009,FW08KS060,38.58737345,-97.64250018,7,10260008,Year2008,6th,4.12,0.37484,901,123.3506,20593.80078,869.263,0.423,0.454,3.722,51.293,1.075,2.631,43.432,,9.634,23.79,147.9,0.018,0,12.81,212.51,40.3,22.49,8.26,220.04,124.5,3968.32,0,1497.55,,,,,,,,,
1755,2009,FW08KS063,38.21361387,-94.95034733,7,10290102,Year2008,5th,4.91,0.17895,635,92.0013,316.4670105,308.454,14.695,0.994,3.742,73.347,1.262,1.773,6.662,,3.26,4.5,6.192,0.008,0,14.063,11.77,10.6,15.76,8.04,6.11,52.81,2787,0.0092,310.6,,,,,,,,,
1756,2009,NEWS04-3603,41.95089654,-72.30312457,1,1100002,Year2008,4th,3.04,0.14001,356,18.4269,136.3800049,NA,NA,NA,NA,NA,NA,NA,NA,,1.409,1.728,12.69,0.012,0.00221,8.476,6.42,0,1.22,7.33,21.01,5.473,236.73,0.0167,119.67,,,,,,,,,
1757,2009,NEWS04-3603,41.95089654,-72.30312457,1,1100002,Year2008,4th,3.5,0.18306,356,24.9525,136.3800049,234.463,75.309,9.006,8.413,4.102,1.97,83.974,1.264,,1.402,1.733,13.03,0.013,0,9.242,6.37,0.4,1.73,7.35,21.35,5.413,242.73,0.0219,116.9,,,,,,,,,
1758,2009,FW08CT005,41.89122924,-72.66210156,1,1080207,Year2008,5th,3.17,0.3845,574,76.41,1532.949951,267.051,70.826,4.843,14.984,5.105,2.48,127.654,1.087,,1.185,2.372,14.57,0.027,0.00496,6.917,6.89,1.5,2.27,7.57,24.57,10.86,491.57,0.0125,157.64,,,,,,,,,
1759,2009,FW08CT005,41.89122924,-72.66210156,1,1080207,Year2008,5th,3.41,0.58496,967,136.4944,1532.949951,NA,NA,NA,NA,NA,NA,NA,NA,,1.782,2.864,16.24,0.094,0.00822,7.018,8.48,2.6,1.91,7.61,28.29,13.42,621.27,0.0092,187.13,,,,,,,,,
1760,2009,FW08CT006,41.78270426,-71.89588061,1,1100001,Year2008,5th,4.13,0.34352,717,29.1194,1197.48999,190.206,62.596,11.256,13.173,8.483,2.474,113.241,1.257,,6.221,2.023,28.25,0.013,0.00774,5.388,10.64,0,1.15,7.73,56.71,17.06,541.63,0.0166,286.43,,,,,,,,,
1761,2009,FW08CT007,41.5405881,-72.55125787,1,1080205,Year2008,6th,2.73,0.38989,603,54.8263,28207.80078,360.369,75.177,3.662,9.289,6.588,1.846,73.797,2.071,,1.714,2.367,12.52,0.052,0.00971,5.808,8.4,2.9,1.39,7.68,21.27,15.72,787.83,0.0088,173.4,,,,,,,,,
1762,2009,FW08CT012,41.7102284,-72.6180268,1,1080205,Year2008,6th,2.67,0.3473,534,48.4775,27641,366.103,75.765,3.633,8.781,6.539,1.798,68.643,2.075,,1.708,2.259,12.13,0.045,0.01132,5.756,8.03,0.9,1.22,7.64,20.57,15.47,776.05,0.0085,168.85,,,,,,,,,
1763,2009,FW08CT015,41.64140453,-73.47779405,1,1100005,Year2008,6th,2.21,0.27881,428,28.6025,2618.590088,340.999,69.068,5.6,7.87,13.595,1.659,49.218,1.918,,1.46,12.16,15.37,0.008,NA,5.972,7.03,4.7,2.83,8.29,24.12,34.59,2504.58,0.0078,326.07,,,,,,,,,
1764,2009,FW08CT016,41.84447692,-72.6319959,1,1080207,Year2008,5th,3.01,0.47772,740,90.6113,1571.400024,261.454,69.715,4.88,15.992,5.183,2.542,132.1,1.111,,1.289,2.519,15.5,0.026,0.0053,6.952,7.24,5,2.66,7.5,25.54,11.4,516.02,0.0113,162.76,,,,,,,,,
1765,2009,FW08CT016,41.84447692,-72.6319959,1,1080207,Year2008,5th,2.99,0.73377,1057,139.1344,1571.400024,NA,NA,NA,NA,NA,NA,NA,NA,,1.871,3.069,16.92,0.073,0.0096,6.967,8.89,0.5,1.41,7.69,29.22,13.87,637.45,0.0104,197.47,,,,,,,,,
1766,2009,FW08CT017,41.62374349,-72.08866261,1,1100002,Year2008,5th,3.52,0.39647,549,28.9269,1166.949951,181.751,69.092,9.922,9.841,7.387,2.163,93.75,1.853,,1.932,1.879,12.75,0.019,0.01505,8.895,8.69,1.6,0.52,7.58,21.11,7.79,334.68,0.0264,136.72,,,,,,,,,
1767,2009,FW08CT018,41.8709189,-72.96373261,1,1080207,Year2008,5th,3.72,0.05545,220,15.8425,612.2810059,384.725,80.795,5.124,7.131,2.496,1.704,37.873,0.711,,0.694,1.614,9.81,0.011,0,4.731,4.24,0.1,0.48,7.49,15.82,5.357,269.58,0.027,97.57,,,,,,,,,
1768,2009,FW08CT021,41.95209549,-72.60858197,1,1080205,Year2008,6th,2.78,0.25234,445,30.815,25019.59961,384.601,77.859,3.435,6.912,6.373,1.607,45.587,2.148,,1.541,2.051,10.73,0.053,0.00745,5.752,7.22,2.5,1.53,7.73,17.48,15.35,784.54,0.0102,155.7,,,,,,,,,
1769,2009,FW08CT022,41.67571643,-71.95359923,1,1100001,Year2008,5th,3.84,0.33258,653,24.1731,1543.060059,177.747,62.293,12.561,12.174,8.867,2.326,101.966,1.311,,5.034,2.052,24.37,0.019,0.00918,4.257,9.78,1.6,0.9,7.66,48.52,15.11,517.73,0.0136,250.65,,,,,,,,,
1770,2009,FW08CT023,41.49498388,-72.51879064,1,1080205,Year2008,6th,2.78,0.41107,621,61.42,28286.40039,359.672,75.186,3.66,9.287,6.579,1.848,73.781,2.07,,1.76,2.348,12.82,0.059,0.00974,5.622,8.57,4.8,1.38,7.68,21.59,15.61,782.84,0.0081,174.37,,,,,,,,,
1771,2009,FW08CT024,41.41548146,-71.80128161,1,1090005,Year2008,5th,6.28,0.51094,1031,63.8269,705.0620117,70.202,59.243,18.506,10.338,7.709,1.804,67.177,1.552,,1.325,1.392,13.95,0.04,0.01279,10.669,6.62,0.8,1.71,6.87,20.86,4.613,182.19,0.0573,114.52,,,,,,,,,
1772,2009,FW08CT025,41.72616439,-72.6487583,1,1080205,Year2008,6th,2.68,0.31856,486,33.9338,27587.90039,366.704,75.848,3.631,8.689,6.545,1.789,67.567,2.075,,1.586,2.121,11.42,0.037,0.00676,5.76,7.78,0.2,1.25,7.63,19.66,15.29,774.99,0.008,165.47,,,,,,,,,
1773,2009,FW08CT030,41.88046368,-73.49701751,1,1100005,Year2008,3rd,2.31,0.48648,693,14.4194,86.07289886,NA,NA,NA,NA,NA,NA,NA,NA,,2.022,22.75,21.09,0.008,0,6.474,8.28,0.4,0.93,8.32,34.42,53.07,4308.67,0,524.02,,,,,,,,,
1774,2009,FW08CT030,41.88046368,-73.49701751,1,1100005,Year2008,3rd,2.33,0.41364,671,32.1619,86.07289886,290.902,48.123,4.462,6.989,38.019,1.603,33.844,1.752,,1.469,20.3,17.04,0.014,0,6.945,6.22,3.7,1.41,8.41,27.04,51.16,3930.85,0,464.76,,,,,,,,,
1775,2009,FW08CT032,41.86233137,-72.64701524,1,1080207,Year2008,5th,2.97,1.54847,1858,221.0475,1545.859985,265.127,70.431,4.84,15.373,5.112,2.514,129.512,1.093,,2.154,3.98,19.99,0.154,0.012,7.389,11.97,4.9,1.8,7.53,31.64,16.42,764.18,0.0063,227.45,,,,,,,,,
1776,2009,OWW04440-0791,44.55144305,-90.65238532,5,7040007,Year2008,1st,3.18,0.12946,445,108.0113,0.626399994,345.077,23.851,0,12.069,57.615,1.741,7.485,6.466,,1.916,3.035,4.637,0.107,0.0023,11.422,5.81,5.1,10.5,7.07,12.11,7.792,338.97,0.0132,104.6,,,,,,,,,
1777,2009,OWW04440-0791,44.55144305,-90.65238532,5,7040007,Year2008,1st,3.13,0.22697,475,75.4025,0.626399994,NA,NA,NA,NA,NA,NA,NA,NA,,1.789,3.476,6.242,0.067,0.0048,14.003,7.05,6.2,7.67,7.05,15.28,8.71,429.46,0.0035,119.77,,,,,,,,,
1778,2009,OWW04440-0599,46.67050909,-90.92247359,5,4010301,Year2008,2nd,1.07,0.06521,96,47.1588,10.38090038,272.63,69.844,3.938,4.58,18.491,1.204,6.915,3.148,,1.429,14.02,4.914,0.011,0,13.965,5.25,0,0.65,8.09,0.5,30.87,2651.61,0,265.16,,,,,,,,,
1779,2009,OWW04440-0487,45.11727905,-91.27551369,5,7050005,Year2008,2nd,16.56,0.17865,1890,218.2388,16.20190048,319.294,37.61,28.923,2.338,25.147,0.762,7.849,0.427,,1.363,8.508,3.334,0.48,0.03657,10.118,1.81,17.4,15.06,7.9,2.37,22.53,1774.57,0.0072,191.26,,,,,,,,,
1780,2009,OWW04440-0487,45.11727905,-91.27551369,5,7050005,Year2008,2nd,12.36,0.14206,1225,149.2906,16.20190048,NA,NA,NA,NA,NA,NA,NA,NA,,1.172,10.53,3.315,0.079,0.00306,10.784,1.96,6.9,4.98,7.85,3.06,28.44,2145.34,0.0018,221.65,,,,,,,,,
1781,2009,OWW04440-0535,45.01646382,-90.0058077,5,7070002,Year2008,2nd,6.64,0.09115,564,135.9375,21.94630051,428.553,26.605,0.025,4.099,69.23,1.034,12.976,0,,3.729,6.4,4.855,0.02,0.00488,6.431,7.02,2.2,3.21,7.79,12.55,17.49,1165.25,0.007,180.84,,,,,,,,,
1782,2009,OWW04440-0080,43.56211746,-89.90506031,5,7070003,Year2008,1st,3.94,1.56474,1884,129.5813,6.112120152,296.252,19.865,1.045,4.168,73.995,1.086,11.096,0.928,,0.884,20.89,4.198,0.036,0.00403,16.692,5.27,11.1,7.23,8.12,5.48,42,3508.14,0.005,374.42,,,,,,,,,
1783,2009,OWW04440-0231,45.52534357,-90.70892637,5,7050004,Year2008,1st,12.59,0.07651,925,252.6938,17.33069992,437.394,55.139,23.181,3.323,17.802,1.053,1.5,0.555,,0.761,9.466,4.775,0.059,0.00611,16.069,2.45,19.8,15.78,7.92,0.76,24.7,2007.28,0.0147,207,,,,,,,,,
1784,2009,OWW04440-0184,42.98849379,-88.27833039,5,7120006,Year2008,3rd,5.43,1.64618,2239,50.9438,44.47499847,283.408,17.864,3.588,34.002,43.404,3.662,326.878,0.225,,1.76,41.52,47.9,0.058,0,11.747,34.6,13,3.13,8.26,86.92,77.37,6031.76,0.005,891.92,,,,,,,,,
1785,2009,OWW04440-0560,42.83585188,-89.89394186,5,7090003,Year2008,2nd,1.93,3.01947,3613,406.3388,3.211270094,300.884,24.615,0,4.99,70.283,1.304,7.877,0.112,,3.342,42.08,3.719,0.045,0,11.281,14.42,192.9,14.35,8.18,10.1,64.34,5930.94,0.005,627.58,,,,,,,,,
1786,2009,OWW04440-0171,45.53445389,-88.44749794,5,4030105,Year2008,4th,4.9,0.00307,271,26.0313,680.5700073,472.957,48.895,38.515,2.931,5.602,0.717,3.069,3.158,,0.961,13.44,3.744,0.007,0,8.614,6.34,2,0.96,8.18,5.64,27.14,2189.78,0,235.18,,,,,,,,,
1787,2009,OWW04440-0743,44.17959319,-88.63657734,5,4030202,Year2008,2nd,3.68,0.06754,441,109.4413,30.0333004,247.419,2.498,3.528,13.617,78.959,1.92,39.315,0.189,,2.595,46.7,11.93,0.024,0,9.738,77.5,4.1,12,8.59,32.56,75.17,5630.54,0.005,736.39,,,,,,,,,
1788,2009,OWW04440-0440,43.46058542,-88.44499651,5,7090001,Year2008,2nd,24.36,0.04135,10763,1465.256,17.32019997,332.866,7.246,5.515,8.629,77.835,1.625,15.692,0.774,,25.02,43.99,38.47,1.599,0,15,28.93,20.4,43.65,7.95,77.29,75.21,7011.46,0,958.63,,,,,,,,,
1789,2009,OWW04440-0039,44.65312696,-91.10642934,5,7050006,Year2008,2nd,2.46,2.5952,2684,228.1063,17.43630028,333.042,24.012,0.893,4.243,66.662,1.153,19.98,4.062,,2.67,4.941,3.962,0.041,0.00393,15.939,8.87,26.3,13.49,7.61,9.04,12.82,623.26,0.009,141.23,,,,,,,,,
1790,2009,OWW04440-0567,45.6643154,-91.23251764,5,7050001,Year2008,4th,4.69,0.1553,521,74.5325,99.69270325,414.047,71.81,13.857,3.136,9.782,0.701,4.508,0.454,,0.589,7.163,4.53,0.018,0.00588,15.399,2.46,5.5,2.7,7.97,4.17,18.29,1471.63,0.005,165.71,,,,,,,,,
1791,2009,OWW04440-0087,46.6757135,-91.94540006,5,4010301,Year2008,2nd,11.63,0,799,71.5775,17.72030067,236.308,83.273,3.661,7.49,4.083,1.398,16.748,1.492,,3.598,19.46,59.52,0.006,0,2.873,2.36,9,14.43,7.77,134.29,58.08,3195.11,6.00E-04,740.34,,,,,,,,,
1792,2009,OWW04440-0151,45.26348168,-89.22826862,5,7070002,Year2008,2nd,4.98,0.28324,482,219.235,24.89710045,486.931,43.121,40.187,4.858,7.089,1.086,4.126,0.411,,0.855,13.16,2.997,0.023,0.00144,20.896,1.61,0.2,1.09,8.1,1.77,33.83,2626.1,0,261.29,,,,,,,,,
1793,2009,OWW04440-0023,44.53034004,-89.98841138,5,7070003,Year2008,3rd,8.35,0,680,211.9075,44.4992981,360.688,28.25,0.315,5.464,65.53,1.481,15.988,0.4,,1.766,10.96,13.65,0.021,0,0.842,3.84,2.9,4.13,7.73,40.75,19.31,1229.15,0.0091,275.79,,,,,,,,,
1794,2009,OWW04440-0103,44.20037418,-90.72584045,5,7040007,Year2008,1st,5.15,0.00317,250,27.595,1.546200037,288.281,89.814,0.99,4.424,0,0.221,0,4.773,,1.201,0.848,0.724,0.009,0,8.544,2.16,0.7,1.07,6.82,0.34,1.718,137.45,0.0904,23,,,,,,,,,
1795,2009,OWW04440-0423,43.94377529,-90.97232083,5,7040006,Year2008,3rd,0.89,2.11476,2418,155.8244,39.34420013,299.081,56.109,0.002,3.768,39.19,1.025,6.2,0.862,,1.198,23.02,4.017,0.02,0,16.56,13.98,23.2,10.34,8.17,7.56,48.04,3634.67,0.006,430.86,,,,,,,,,
1796,2009,OWW04440-0663,45.73352369,-89.30851584,5,7070001,Year2008,2nd,16.87,0.01631,770,53.755,33.54550171,498.024,35.059,42.055,3.291,11.369,0.907,10.753,2.506,,0.743,4.563,4.908,0.02,0,4.296,6.38,3.9,7.83,7.47,8.35,10,588.82,0.0082,107.51,,,,,,,,,
1797,2009,FW08WI025,43.14322912,-91.02181226,5,7070006,Year2008,1st,1.06,8.36124,8131,91.2681,1.963799953,350.668,18.744,0,6.508,74.748,1.479,12.842,0,,1.996,43.5,6.545,0.016,0,17.921,14.81,4.2,2.16,8.41,22.84,73.81,6046.14,0,702.8,,,,,,,,,
1798,2009,FW08WI026,44.21899776,-90.21632334,5,7070003,Year2008,1st,6.02,0.01799,571,82.0338,7.492090225,293.81,14.796,73.572,4.006,0,0.764,0,4.259,,0.607,7.865,13.15,0.427,0.00188,12.863,3.5,10.1,64.16,7.38,21.89,14.6,1302.71,0.001,211.01,,,,,,,,,
1799,2009,FW08WI038,43.53296643,-90.62979471,5,7070006,Year2008,2nd,0.67,0.94205,1026,36.4638,7.425990105,340.462,50.351,0,3.974,43.554,1.329,2.974,2.12,,1.103,33.27,2.048,0.015,0,11.122,12.06,3.4,1.63,8.24,4.09,54.9,5104.77,0,511.18,,,,,,,,,
1800,2009,FW08WI039,46.41642292,-90.74116137,5,4010302,Year2008,5th,4.9,0.09225,323,36.1225,507.0780029,374.65,66.828,12.359,3.748,11.532,0.965,3.118,4.033,,0.757,8.145,3.357,0.01,0,12.459,4.43,4.1,5.61,7.96,1.69,23.27,1732.78,0.0065,190.9,,,,,,,,,
1801,2009,FW08WI042,44.25218119,-90.76170837,5,7040007,Year2008,2nd,3.32,0.27211,354,29.771,19.1487999,296.538,64.002,7.428,11.608,2.496,1.438,7.149,14.197,,1.855,1.581,17.01,0.016,0.0013,9.088,4.49,1.6,2.48,6.6,30.26,3.454,65.92,0.0561,130.32,,,,,,,,,
1802,2009,FW08WI045,44.36112785,-91.91074732,5,7040003,Year2008,5th,3.8,1.98412,2638,413.8163,1108.349976,300.945,38.825,3.275,5.236,49.307,1.14,11.02,3.197,,3.31,18.14,5.739,0.025,0.00797,12.823,16.36,86.3,6.09,8.21,10.98,35.12,2588.1,0.001,338.86,,,,,,,,,
1803,2009,FW08WI047,44.94776379,-91.55694877,5,7050005,Year2008,2nd,2.02,1.80022,2201,324.3025,16.48469925,319.772,11.854,0.775,5.389,79.51,1.319,5.322,2.473,,1.404,4.151,4.501,0.059,0.02404,19.611,4.66,1.8,2.2,7.16,7.54,10.14,603.02,0.0044,115.3,,,,,,,,,
1804,2009,FW08WI056,43.82344146,-89.16831256,5,4030201,Year2008,5th,8.31,0.36395,2933,182.4581,2476.01001,267.677,24.624,16.922,5.476,48.979,1.344,16.544,0.475,,1.18,21.83,5.824,0.23,0,15.679,7.24,35.6,32.02,8.51,10.81,27.92,2940.33,0.0059,337.95,,,,,,,,,
1805,2009,FW08WI060,45.49625695,-87.98249332,5,4030108,Year2008,4th,2.81,0.03191,198,19.605,635.0449829,364.286,59.833,28.178,4.013,2.416,1.15,3.736,4.527,,1.399,15.32,2.753,0.008,0,10.136,8.57,3.3,2.36,8.26,3.96,31.74,2536.3,3.00E-04,262.26,,,,,,,,,
1806,2009,FW08WI062,44.9102852,-90.49366236,5,7040007,Year2008,3rd,6.14,0.01284,512,196.2463,128.4100037,406.112,19.381,2.957,4.654,72.774,1.269,8.978,0.169,,2.325,11.21,9.134,0.026,0,1.906,4.16,0.3,4.16,8.11,18.57,28.47,2124.7,0.0051,280.63,,,,,,,,,
1807,2009,FW08WI069,42.97611209,-90.99134562,5,7070005,Year2008,2nd,1.36,3.49591,3588,75.9069,11.05270004,323.88,44.305,0,3.291,51.637,0.849,6.254,0.765,,1.651,41.2,5.335,0.025,0,14.997,18.94,5.6,2.97,8.35,13.62,70.43,6229.47,0,660.33,,,,,,,,,
1808,2009,FW08WI072,43.45534935,-89.24909633,5,7070005,Year2008,1st,5.32,0.25523,823,219.7856,5.03550005,292.082,15.209,0.733,20,62.753,4.57,82.375,0.661,,2.872,8.622,10.47,0.011,0,2.919,9.07,4.6,14.24,7.98,14.21,19.25,1546,0.0161,226.48,,,,,,,,,
1809,2009,FW08WI075,45.26919193,-92.49501661,5,7030005,Year2008,4th,3.44,0.28131,627,74.7256,1064.319946,358.386,37.648,6.732,5.343,42.345,1.463,18.203,2.221,,0.794,13.97,4.807,0.016,0.00207,16.578,3.1,2.3,1.5,8.12,8.95,31.3,2470.73,0,276.76,,,,,,,,,
1810,2009,FW08WI077,43.96700493,-91.24194939,5,7040006,Year2008,3rd,4.69,1.45439,2271,408.8088,52.15439987,290.21,59.26,0.11,2.442,36.951,0.951,11.45,1.206,,4.67,27.72,7.712,0.076,0,17.764,18.18,71,39.76,8.16,19.37,57.8,4596.87,0,532.91,,,,,,,,,
1811,2009,FW08WI078,44.87740327,-90.84791783,5,7050006,Year2008,3rd,8.94,0.21248,927,235.8806,191.6159973,370.197,24.837,3.844,6.106,63.972,1.526,16.072,0.908,,5.402,7.816,10.6,0.078,0.01092,7.759,6.16,2.7,4.26,7.89,21.26,17.45,1249.04,0.0125,219.71,,,,,,,,,
1812,2009,FW08WI083,45.68021178,-92.0705778,5,7030001,Year2008,1st,2.06,0.18274,349,80.0494,4.292679787,410.736,74.036,1.447,3.209,20.994,0.739,0,0,,0.656,10.79,2.912,0.011,0,20.727,2.97,3.8,1.23,7.72,1.44,33.86,2453.76,0,249.69,,,,,,,,,
1813,2009,FW08WI088,46.78863038,-91.26533584,5,4010301,Year2008,3rd,0.68,0.0352,120,32.9788,143.3899994,358.169,81.754,2.971,4.327,0.38,1.116,0.139,10.466,,0.68,4.543,2.12,0,0,14.655,3.49,2,4.53,7.99,1.13,15.47,1089.23,0.0034,121.36,,,,,,,,,
1814,2009,FW08WI098,45.22549321,-89.64785204,5,7070002,Year2008,4th,5.04,0.02546,286,51.8563,485.0020142,479.776,57.426,27.063,3.671,8.607,0.882,4.604,1.942,,0.753,8.34,3.504,0.018,0,15.517,5.27,2.4,1.51,8.1,3.59,24.69,1732.46,0.0021,197.47,,,,,,,,,
1815,2009,FW08WI100,45.01972628,-89.12750568,5,4030202,Year2008,2nd,2.16,0.92741,1148,46.0031,21.20089912,434.41,47.204,25.355,6.434,19.541,1.434,12.45,1.466,,1.283,29.86,5.841,0.009,0,15.815,8.8,3.2,2.03,9.12,16.81,55.29,4643.26,0,495.38,,,,,,,,,
1816,2009,FW08WI104,45.62458637,-91.5527614,5,7050007,Year2008,2nd,7.82,0.00131,1203,162.625,34.63940048,428.447,73.85,8.189,2.459,12.647,0.617,2.648,0.6,,1.383,8.416,3.892,0.009,0,2.923,1.8,38.3,15.28,7.54,7.53,18.86,1526.48,6.00E-04,177.85,,,,,,,,,
1817,2009,FW08RWI9029,46.25977572,-90.62791899,5,4010302,Year2008,1st,8.55,0.00081,443,37.3988,4.666500092,468.655,72.015,23.356,0.231,0,0.101,0.637,0,,1.319,6.796,5.626,0.017,0,8.761,4.06,0.2,2.01,7.74,0.71,25.56,1174.56,0.0061,132.14,,,,,,,,,
1818,2009,FW08RWI9067,46.0946336,-89.72516082,5,7050002,Year2008,3rd,4.73,0.00043,258,30.0925,217.9519958,513.946,51.252,30.484,4.64,0.067,1.263,2.862,1.226,,0.543,3.247,2.01,0.007,0,10.308,3.02,0.6,0.74,7.94,1.27,11.43,816.89,0.005,97.11,,,,,,,,,
1819,2009,FW08RWI9071,45.92217164,-90.00250271,5,7050003,Year2008,3rd,14.22,0.00852,701,52.7675,93.44589996,485.782,43.833,41.078,1.906,0.525,1.091,2.281,1.766,,0.287,2.965,2.587,0.053,0.00449,7.565,2.5,5.8,3.79,7.73,2.53,8.994,572.64,0.0114,78.88,,,,,,,,,
1820,2009,FW08RWI9074,46.0921729,-89.26150264,5,7070001,Year2008,3rd,4.16,0.00301,293,46.9838,220.1080017,523.836,50.659,26,4.05,0.287,1.249,4.882,1.33,,0.432,3.657,3.131,0.009,0,10.249,2.77,1.7,1.73,7.75,2.96,12.95,880.52,0.0021,105.23,,,,,,,,,
1821,2009,FW08RWI9100,45.4800089,-88.53708886,5,4030105,Year2008,2nd,1.51,0.05005,193,37.48,18.92140007,451.491,68.061,24.099,1.903,1.09,0.663,1.301,4.592,,1.22,14.88,2.631,0.01,0.00534,12.845,9.05,0.5,0.28,8.26,0.58,31.58,2642.69,0.005,272.05,,,,,,,,,
